Person,Date of birth,Birthplace,Country of birth,Award,Edition,Movie,Year of award,Bio NNDB,Bio IMDb,Bio Wikipedia,imdbID,movieID,movie_IMDB_Link,,Birth Year,Age When Award
Audrey Hepburn,1929/5/4,Ixelles,Belgium,Best Actress,26th Academy Awards,Roman Holiday,1953,https://www.nndb.com/people/933/000026855,https://www.imdb.com/name/nm0000030,https://en.wikipedia.org/wiki/Audrey_Hepburn,nm0000030,tt0046250,https://www.imdb.com/title/tt0046250/,,1929,24
Frank Sinatra,1915/12/12,Hoboken,United States of America,Best Supporting Actor,26th Academy Awards,From Here to Eternity,1953,https://www.nndb.com/people/300/000026222,https://www.imdb.com/name/nm0000069,https://en.wikipedia.org/wiki/Frank_Sinatra,nm0000069,tt0045793,https://www.imdb.com/title/tt0045793/,,1915,38
Fred Zinnemann,1907/4/29,Rzesz??w,Poland,Best Director,26th Academy Awards,From Here to Eternity,1953,https://www.nndb.com/people/538/000032442,https://www.imdb.com/name/nm0003593,https://en.wikipedia.org/wiki/Fred_Zinnemann,nm0003593,tt0045793,https://www.imdb.com/title/tt0045793/,,1907,46
John Ford,1894/02/01,Cape Elizabeth,United States of America,Best Director,25th Academy Awards,The Quiet Man,1952,https://www.nndb.com/people/458/000032362,https://www.imdb.com/name/nm0000406,https://en.wikipedia.org/wiki/John_Ford,nm0000406,tt0045061,https://www.imdb.com/title/tt0045061/,,1894,58
Charles Schnee,1916/8/6,Bridgeport,United States of America,"Best Writing, Adapted Screenplay",25th Academy Awards,The Bad and the Beautiful,1952,,https://www.imdb.com/name/nm0773660,https://en.wikipedia.org/wiki/Charles_Schnee,nm0773660,tt0044391,https://www.imdb.com/title/tt0044391/,,1916,36
Anthony Quinn,1915/4/21,Chihuahua,Mexico,Best Supporting Actor,25th Academy Awards,Viva Zapata!,1952,https://www.nndb.com/people/228/000032132,https://www.imdb.com/name/nm0000063,https://en.wikipedia.org/wiki/Anthony_Quinn,nm0000063,tt0045296,https://www.imdb.com/title/tt0045296/,,1915,37
Gary Cooper,1901/5/7,Helena,United States of America,Best Actor,25th Academy Awards,High Noon,1952,https://www.nndb.com/people/740/000031647,https://www.imdb.com/name/nm0000011,https://en.wikipedia.org/wiki/Gary_Cooper,nm0000011,tt0044706,https://www.imdb.com/title/tt0044706/,,1901,51
Vivien Leigh,1913/11/5,Darjeeling,India,Best Actress,24th Academy Awards,A Streetcar Named Desire,1951,https://www.nndb.com/people/470/000022404,https://www.imdb.com/name/nm0000046,https://en.wikipedia.org/wiki/Vivien_Leigh,nm0000046,tt0044081,https://www.imdb.com/title/tt0044081/,,1913,38
Karl Malden,1912/3/22,Chicago,United States of America,Best Supporting Actor,24th Academy Awards,A Streetcar Named Desire,1951,https://www.nndb.com/people/553/000022487,https://www.imdb.com/name/nm0001500,https://en.wikipedia.org/wiki/Karl_Malden,nm0001500,tt0044081,https://www.imdb.com/title/tt0044081/,,1912,39
George Sanders,1906/7/3,Saint Petersburg,Russia,Best Supporting Actor,23rd Academy Awards,All About Eve,1950,https://www.nndb.com/people/728/000043599,https://www.imdb.com/name/nm0001695,https://en.wikipedia.org/wiki/George_Sanders,nm0001695,tt0042192,https://www.imdb.com/title/tt0042192/,,1906,44
Dean Jagger,1903/11/7,Columbus Grove,United States of America,Best Supporting Actor,22nd Academy Awards,Twelve O'Clock High,1949,https://www.nndb.com/people/121/000063929,https://www.imdb.com/name/nm0415591,https://en.wikipedia.org/wiki/Dean_Jagger,nm0415591,tt0041996,https://www.imdb.com/title/tt0041996/,,1903,46
Hein Heckroth,1901/4/14,Gie??en,Germany,"Best Art Direction, Color",21st Academy Awards,The Red Shoes,1949,,https://www.imdb.com/name/nm0373081,https://en.wikipedia.org/wiki/Hein_Heckroth,nm0373081,tt0040725,https://www.imdb.com/title/tt0040725/,,1901,48
Olivia de Havilland,1916/7/1,Tokyo,Japan,Best Actress,22nd Academy Awards,The Heiress,1949,https://www.nndb.com/people/741/000022675,https://www.imdb.com/name/nm0000014,https://en.wikipedia.org/wiki/Olivia_de_Havilland,nm0000014,tt0041452,https://www.imdb.com/title/tt0041452/,,1916,33
Walter Huston,1883-04-05,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/,,1883,65
Edmund Gwenn,1877-09-26,London,United Kingdom,Best Supporting Actor,20th Academy Awards,Miracle on 34th Street,1947,https://www.nndb.com/people/123/000063931,https://www.imdb.com/name/nm0350324,https://en.wikipedia.org/wiki/Edmund_Gwenn,nm0350324,tt0039628,https://www.imdb.com/title/tt0039628/,,1877,70
Sidney Sheldon,1917/2/11,Chicago,United States of America,"Best Writing, Original Screenplay",20th Academy Awards,The Bachelor and the Bobby-Soxer,1947,https://www.nndb.com/people/413/000032317,https://www.imdb.com/name/nm0791084,https://en.wikipedia.org/wiki/Sidney_Sheldon,nm0791084,tt0039169,https://www.imdb.com/title/tt0039169/,,1917,30
Olivia de Havilland,1916/7/1,Tokyo,Japan,Best Actress,19th Academy Awards,To Each His Own,1946,https://www.nndb.com/people/741/000022675,https://www.imdb.com/name/nm0000014,https://en.wikipedia.org/wiki/Olivia_de_Havilland,nm0000014,tt0039040,https://www.imdb.com/title/tt0039040/,,1916,30
Fredric March,1897-08-31,Racine,United States of America,Best Actor,19th Academy Awards,The Best Years of Our Lives,1946,https://www.nndb.com/people/255/000043126,https://www.imdb.com/name/nm0545298,https://en.wikipedia.org/wiki/Fredric_March,nm0545298,tt0036868,https://www.imdb.com/title/tt0036868/,,1897,49
Harold Russell,1914/1/14,Sydney,Canada,Best Supporting Actor,19th Academy Awards,The Best Years of Our Lives,1946,https://www.nndb.com/people/124/000063932,https://www.imdb.com/name/nm0751174,https://en.wikipedia.org/wiki/Harold_Russell,nm0751174,tt0036868,https://www.imdb.com/title/tt0036868/,,1914,32
James Dunn,1901/11/2,New York City,United States of America,Best Supporting Actor,18th Academy Awards,A Tree Grows in Brooklyn,1945,https://www.nndb.com/people/125/000063933,https://www.imdb.com/name/nm0007223,https://en.wikipedia.org/wiki/James_Dunn_(actor),nm0007223,tt0038190,https://www.imdb.com/title/tt0038190/,,1901,44
Charles G. Booth,1896-02-12,Prestwich,United Kingdom,Best Story,18th Academy Awards,The House on 92nd Street,1945,,https://www.imdb.com/name/nm0095660,https://en.wikipedia.org/wiki/Charles_G._Booth,nm0095660,tt0037795,https://www.imdb.com/title/tt0037795/,,1896,49
Barry Fitzgerald,1888-03-10,Dublin,Ireland,Best Supporting Actor,17th Academy Awards,Going My Way,1944,https://www.nndb.com/people/126/000063934,https://www.imdb.com/name/nm0280178,https://en.wikipedia.org/wiki/Barry_Fitzgerald,nm0280178,tt0034828,https://www.imdb.com/title/tt0034828/,,1888,56
Max Steiner,1888-05-10,Vienna,Austria,Best Original Dramatic or Comedy Score,17th Academy Awards,Since You Went Away,1944,https://www.nndb.com/people/433/000205815,https://www.imdb.com/name/nm0000070,https://en.wikipedia.org/wiki/Max_Steiner,nm0000070,tt0037280,https://www.imdb.com/title/tt0037280/,,1888,56
Paul Lukas,1894-05-26,Budapest,Hungary,Best Actor,16th Academy Awards,Watch on the Rhine,1944,https://www.nndb.com/people/713/000042587,https://www.imdb.com/name/nm0510134,https://en.wikipedia.org/wiki/Paul_Lukas,nm0510134,tt0036515,https://www.imdb.com/title/tt0036515/,,1894,50
Paul Lukas,1891-05-26,Budapest,Hungary,Best Actor,16th Academy Awards,Watch on the Rhine,1944,https://www.nndb.com/people/713/000042587,https://www.imdb.com/name/nm0510134,https://en.wikipedia.org/wiki/Paul_Lukas,nm0510134,tt0036515,https://www.imdb.com/title/tt0036515/,,1891,53
Edmund H. Hansen,1894-11-13,Springfield,United States of America,Best Sound Mixing,17th Academy Awards,Wilson,1944,,https://www.imdb.com/name/nm0360770,https://en.wikipedia.org/wiki/Edmund_H._Hansen,nm0360770,tt0036515,https://www.imdb.com/title/tt0036515/characters/nm0933565,,1894,50
Ingrid Bergman,1915/8/29,Hedvig Eleonora f??rsamling,Sweden,Best Actress,17th Academy Awards,Gaslight,1944,https://www.nndb.com/people/836/000024764,https://www.imdb.com/name/nm0000006,https://en.wikipedia.org/wiki/Ingrid_Bergman,nm0000006,tt0036855,https://www.imdb.com/title/tt0036855/,,1915,29
William Saroyan,1908/8/31,Fresno,United States of America,Best Story,16th Academy Awards,The Human Comedy,1943,https://www.nndb.com/people/299/000046161,https://www.imdb.com/name/nm0765490,https://en.wikipedia.org/wiki/William_Saroyan,nm0765490,tt0036022,https://www.imdb.com/title/tt0036022/,,1908,35
Teresa Wright,1918/10/27,Harlem,United States of America,Best Supporting Actress,15th Academy Awards,Mrs. Miniver,1943,https://www.nndb.com/people/580/000045445,https://www.imdb.com/name/nm0942863,https://en.wikipedia.org/wiki/Teresa_Wright,nm0942863,tt0035093,https://www.imdb.com/title/tt0035093/,,1918,25
Michael Curtiz,1886-12-24,Budapest,Hungary,Best Director,16th Academy Awards,Casablanca,1943,https://www.nndb.com/people/676/000032580,https://www.imdb.com/name/nm0002031,https://en.wikipedia.org/wiki/Michael_Curtiz,nm0002031,tt0034583,https://www.imdb.com/title/tt0034583/,,1886,57
Katina Paxinou,1900/12/17,Piraeus,Greece,Best Supporting Actress,16th Academy Awards,For Whom the Bell Tolls,1943,https://www.nndb.com/people/080/000063888,https://www.imdb.com/name/nm0668093,https://en.wikipedia.org/wiki/Katina_Paxinou,nm0668093,tt0035896,https://www.imdb.com/title/tt0035896/,,1900,43
Charles Coburn,1877-06-19,Savannah,United States of America,Best Supporting Actor,16th Academy Awards,The More the Merrier,1943,https://www.nndb.com/people/127/000063935,https://www.imdb.com/name/nm0002013,https://en.wikipedia.org/wiki/Charles_Coburn,nm0002013,tt0036172,https://www.imdb.com/title/tt0036172/,,1877,66
Emeric Pressburger,1902/12/5,Miskolc,Hungary,Best Story,15th Academy Awards,49th Parallel,1942,https://www.nndb.com/people/322/000078088,https://www.imdb.com/name/nm0696247,https://en.wikipedia.org/wiki/Emeric_Pressburger,nm0696247,tt0033627,https://www.imdb.com/title/tt0033627/,,1902,40
Max Steiner,1888-05-10,Vienna,Austria,Best Original Dramatic or Comedy Score,15th Academy Awards,"Now, Voyager",1942,https://www.nndb.com/people/433/000205815,https://www.imdb.com/name/nm0000070,https://en.wikipedia.org/wiki/Max_Steiner,nm0000070,tt0035140,https://www.imdb.com/title/tt0035140/,,1888,54
Ernest Palmer,1885-12-06,Kansas City,United States of America,"Best Cinematography, Color",14th Academy Awards,Blood and Sand,1942,,https://www.imdb.com/name/nm0005823,https://en.wikipedia.org/wiki/Ernest_Palmer_(American_cinematographer),nm0005823,tt0033405,https://www.imdb.com/title/tt0033405/,,1885,57
Van Heflin,1908/12/13,Cotton County,United States of America,Best Supporting Actor,15th Academy Awards,Johnny Eager,1942,https://www.nndb.com/people/680/000042554,https://www.imdb.com/name/nm0001336,https://en.wikipedia.org/wiki/Van_Heflin,nm0001336,tt0033774,https://www.imdb.com/title/tt0033774/,,1908,34
Gary Cooper,1901/5/7,Helena,United States of America,Best Actor,14th Academy Awards,Sergeant York,1941,https://www.nndb.com/people/740/000031647,https://www.imdb.com/name/nm0000011,https://en.wikipedia.org/wiki/Gary_Cooper,nm0000011,tt0034167,https://www.imdb.com/title/tt0034167/,,1901,40
John Ford,1894-02-01,Cape Elizabeth,United States of America,Best Director,14th Academy Awards,How Green Was My Valley,1941,https://www.nndb.com/people/458/000032362,https://www.imdb.com/name/nm0000406,https://en.wikipedia.org/wiki/John_Ford,nm0000406,tt0033729,https://www.imdb.com/title/tt0033729/,,1894,47
Donald Crisp,1882-07-27,London,United Kingdom,Best Supporting Actor,14th Academy Awards,How Green Was My Valley,1941,https://www.nndb.com/people/689/000031596,https://www.imdb.com/name/nm0187981,https://en.wikipedia.org/wiki/Donald_Crisp,nm0187981,tt0033729,https://www.imdb.com/title/tt0033729/,,1882,59
Walter Brennan,1894-07-25,Lynn,United States of America,Best Supporting Actor,13th Academy Awards,The Westerner,1940,https://www.nndb.com/people/347/000032251,https://www.imdb.com/name/nm0000974,https://en.wikipedia.org/wiki/Walter_Brennan,nm0000974,tt0033253,https://www.imdb.com/title/tt0033253/,,1894,46
James Stewart,1908/5/20,Indiana County,United States of America,Best Actor,13th Academy Awards,The Philadelphia Story,1940,https://www.nndb.com/people/659/000026581,https://www.imdb.com/name/nm0000071,https://en.wikipedia.org/wiki/James_Stewart,nm0000071,tt0032904,https://www.imdb.com/title/tt0032904/fullcredits,,1908,32
Thomas Mitchell,1892-07-11,Elizabeth,United States of America,Best Supporting Actor,12th Academy Awards,Stagecoach,1940,https://www.nndb.com/people/116/000063924,https://www.imdb.com/name/nm0593775,https://en.wikipedia.org/wiki/Thomas_Mitchell_(actor),nm0593775,tt0031971,https://www.imdb.com/title/tt0031971/,,1892,48
John Ford,1894-02-01,Cape Elizabeth,United States of America,Best Director,13th Academy Awards,The Grapes of Wrath,1940,https://www.nndb.com/people/458/000032362,https://www.imdb.com/name/nm0000406,https://en.wikipedia.org/wiki/John_Ford,nm0000406,tt0032551,https://www.imdb.com/title/tt0032551/,,1894,46
George Bernard Shaw,1856-07-26,Dublin,Ireland,"Best Writing, Adapted Screenplay",11th Academy Awards,Pygmalion,1939,https://www.nndb.com/people/601/000030511,https://www.imdb.com/name/nm0789737,https://en.wikipedia.org/wiki/George_Bernard_Shaw,nm0789737,tt0030637,https://www.imdb.com/title/tt0030637/,,1856,83
Vivien Leigh,1913/11/5,Darjeeling,India,Best Actress,12th Academy Awards,Gone with the Wind,1939,https://www.nndb.com/people/470/000022404,https://www.imdb.com/name/nm0000046,https://en.wikipedia.org/wiki/Vivien_Leigh,nm0000046,tt0031381,https://www.imdb.com/title/tt0031381/,,1913,26
Walter Brennan,1894-07-25,Lynn,United States of America,Best Supporting Actor,11th Academy Awards,Kentucky,1938,https://www.nndb.com/people/347/000032251,https://www.imdb.com/name/nm0000974,https://en.wikipedia.org/wiki/Walter_Brennan,nm0000974,tt0028745,https://www.imdb.com/title/tt0028745/,,1894,44
Spencer Tracy,1900/4/5,Milwaukee,United States of America,Best Actor,11th Academy Awards,Boys Town,1938,https://www.nndb.com/people/979/000024907,https://www.imdb.com/name/nm0000075,https://en.wikipedia.org/wiki/Spencer_Tracy,nm0000075,tt0029942,https://www.imdb.com/title/tt0029942/,,1900,38
Ralph Dawson,1897-04-18,Westborough,United States of America,Best Film Editing,11th Academy Awards,The Adventures of Robin Hood,1938,,https://www.imdb.com/name/nm0206238,https://en.wikipedia.org/wiki/Ralph_Dawson,nm0206238,tt0029843,https://www.imdb.com/title/tt0029843/,,1897,41
Bette Davis,1908/4/5,Lowell,United States of America,Best Actress,11th Academy Awards,Jezebel,1938,https://www.nndb.com/people/457/000026379,https://www.imdb.com/name/nm0000012,https://en.wikipedia.org/wiki/Bette_Davis,nm0000012,tt0030287,https://www.imdb.com/title/tt0030287/,,1908,30
Cecil Arthur Lewis,1898-03-29,Birkenhead,United Kingdom,"Best Writing, Adapted Screenplay",11th Academy Awards,Pygmalion,1938,,https://www.imdb.com/name/nm0507021,https://en.wikipedia.org/wiki/Cecil_Arthur_Lewis,nm0507021,tt0029451,https://www.imdb.com/title/tt0029451/,,1898,40
Joseph Schildkraut,1896-03-22,Vienna,Austria,Best Supporting Actor,10th Academy Awards,The Life of Emile Zola,1937,https://www.nndb.com/people/115/000063923,https://www.imdb.com/name/nm0771584,https://en.wikipedia.org/wiki/Joseph_Schildkraut,nm0771584,tt0029146,https://www.imdb.com/title/tt0029146/,,1896,41
Luise Rainer,1910/1/12,Vienna,Austria,Best Actress,10th Academy Awards,The Good Earth,1937,https://www.nndb.com/people/796/000030706,https://www.imdb.com/name/nm0707023,https://en.wikipedia.org/wiki/Luise_Rainer,nm0707023,tt0028944,https://www.imdb.com/title/tt0028944/,,1910,27
Gale Sondergaard,1899-02-15,Litchfield,United States of America,Best Supporting Actress,9th Academy Awards,Anthony Adverse,1937,https://www.nndb.com/people/062/000063870,https://www.imdb.com/name/nm0814216,https://en.wikipedia.org/wiki/Gale_Sondergaard,nm0814216,tt0027300,https://www.imdb.com/title/tt0027300/,,1899,38
Spencer Tracy,1900/4/5,Milwaukee,United States of America,Best Actor,10th Academy Awards,Captains Courageous,1937,https://www.nndb.com/people/979/000024907,https://www.imdb.com/name/nm0000075,https://en.wikipedia.org/wiki/Spencer_Tracy,nm0000075,tt0028691,https://www.imdb.com/title/tt0028691/,,1900,37
Ralph Dawson,1897-04-18,Westborough,United States of America,Best Film Editing,9th Academy Awards,Anthony Adverse,1936,,https://www.imdb.com/name/nm0206238,https://en.wikipedia.org/wiki/Ralph_Dawson,nm0206238,tt0027300,https://www.imdb.com/title/tt0027300/,,1897,39
Luise Rainer,1910/1/12,Vienna,Austria,Best Actress,9th Academy Awards,The Great Ziegfeld,1936,https://www.nndb.com/people/796/000030706,https://www.imdb.com/name/nm0707023,https://en.wikipedia.org/wiki/Luise_Rainer,nm0707023,tt0027698,https://www.imdb.com/title/tt0027698/,,1910,26
Walter Brennan,1894-07-25,Lynn,United States of America,Best Supporting Actor,9th Academy Awards,Come and Get It,1936,https://www.nndb.com/people/347/000032251,https://www.imdb.com/name/nm0000974,https://en.wikipedia.org/wiki/Walter_Brennan,nm0000974,tt0027459,https://www.imdb.com/title/tt0027459/,,1894,42
Max Steiner,1888-05-10,Vienna,Austria,"Best Score, Adaptation or Treatment",8th Academy Awards,The Informer,1935,https://www.nndb.com/people/433/000205815,https://www.imdb.com/name/nm0000070,https://en.wikipedia.org/wiki/Max_Steiner,nm0000070,tt0026529,https://www.imdb.com/title/tt0026529/,,1888,47
John Ford,1894-02-01,Cape Elizabeth,United States of America,Best Director,8th Academy Awards,The Informer,1935,https://www.nndb.com/people/458/000032362,https://www.imdb.com/name/nm0000406,https://en.wikipedia.org/wiki/John_Ford,nm0000406,tt0026529,https://www.imdb.com/title/tt0026529/,,1894,41
Bette Davis,1908/4/5,Lowell,United States of America,Best Actress,8th Academy Awards,Dangerous,1935,https://www.nndb.com/people/457/000026379,https://www.imdb.com/name/nm0000012,https://en.wikipedia.org/wiki/Bette_Davis,nm0000012,tt0025846,https://www.imdb.com/title/tt0025846/,,1908,27
Ralph Dawson,1897-04-18,Westborough,United States of America,Best Film Editing,8th Academy Awards,A Midsummer Night's Dream,1935,,https://www.imdb.com/name/nm0206238,https://en.wikipedia.org/wiki/Ralph_Dawson,nm0206238,tt0026714,https://www.imdb.com/title/tt0026714/,,1897,38
Clark Gable,1901/2/1,Cadiz,United States of America,Best Actor,7th Academy Awards,It Happened One Night,1934,https://www.nndb.com/people/156/000027075,https://www.imdb.com/name/nm0000022,https://en.wikipedia.org/wiki/Clark_Gable,nm0000022,tt0025316,https://www.imdb.com/title/tt0025316/,,1901,33
Katharine Hepburn,1907/5/12,Hartford,United States of America,Best Actress,6th Academy Awards,Morning Glory,1933,https://www.nndb.com/people/775/000023706,https://www.imdb.com/name/nm0000031,https://en.wikipedia.org/wiki/Katharine_Hepburn,nm0000031,tt0024353,https://www.imdb.com/title/tt0024353/,,1907,26
Wallace Beery,1885-04-01,Clay County,United States of America,Best Actor,5th Academy Awards,The Champ,1932,https://www.nndb.com/people/976/000043847,https://www.imdb.com/name/nm0000891,https://en.wikipedia.org/wiki/Wallace_Beery,nm0000891,tt0021730,https://www.imdb.com/title/tt0021730/,,1885,47
Helen Hayes,1900/10/10,"Washington, D.C.",United States of America,Best Actress,5th Academy Awards,The Sin of Madelon Claudet,1931,https://www.nndb.com/people/908/000031815,https://www.imdb.com/name/nm0371040,https://en.wikipedia.org/wiki/Helen_Hayes,nm0371040,tt0022386,https://www.imdb.com/title/tt0022386/,,1900,31
Fredric March,1897-08-31,Racine,United States of America,Best Actor,5th Academy Awards,Dr. Jekyll and Mr. Hyde,1931,https://www.nndb.com/people/255/000043126,https://www.imdb.com/name/nm0545298,https://en.wikipedia.org/wiki/Fredric_March,nm0545298,tt0022835,https://www.imdb.com/title/tt0022835/,,1897,34
Mary Pickford,1892-04-08,Toronto,Canada,Best Actress,2nd Academy Awards,Coquette,1929,https://www.nndb.com/people/683/000042557,https://www.imdb.com/name/nm0681933,https://en.wikipedia.org/wiki/Mary_Pickford,nm0681933,tt0019788,https://www.imdb.com/title/tt0019788/,,1892,37
Emil Jannings,1884-07-23,Rorschach,Switzerland,Best Actor,1st Academy Awards,The Way of All Flesh,1929,https://www.nndb.com/people/738/000063549,https://www.imdb.com/name/nm0417837,https://en.wikipedia.org/wiki/Emil_Jannings,nm0417837,tt0019553,https://www.imdb.com/title/tt0019553/,,1884,45
Ben Hecht,1894-02-28,New York City,United States of America,Best Story,1st Academy Awards,Underworld,1929,https://www.nndb.com/people/179/000107855,https://www.imdb.com/name/nm0372942,https://en.wikipedia.org/wiki/Ben_Hecht,nm0372942,tt0018526,https://www.imdb.com/title/tt0018526/,,1894,35
