,title,oscar_num,year,producer,is_winner,budget,genres,id,imdb_id,overview,original_title,popularity,revenue,release_date,award_year
293,The Remains of the Day,66,1993,"Mike Nichols, John Calley and Ismail Merchant, Producers",FALSE,11500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1245,tt0107943,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,The Remains of the Day,12.222576,23237911,1993/11/5,1993/12/31
294,The Revenant,88,2015,"Arnon Milchan, Steve Golin, Alejandro G. I????rritu, Mary Parent and Keith Redmon, Producers",FALSE,135000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",281957,tt1663202,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",The Revenant,23.501228,532950503,2015/12/25,2015/12/31
295,The Right Stuff,56,1983,"Irwin Winkler and Robert Chartoff, Producers",FALSE,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",9549,tt0086197,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter and Wally Schirra.",The Right Stuff,14.902397,21500000,1983/10/20,1983/12/31
296,The Sand Pebbles,39,1966,"Robert Wise, Producer",FALSE,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",5923,tt0060934,"Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the ""rice-bowl"" system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",The Sand Pebbles,11.354247,2.00E+07,1966/12/20,1966/12/31
297,The Shawshank Redemption,67,1994,"Niki Marvin, Producer",FALSE,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",278,tt0111161,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",The Shawshank Redemption,51.645403,28341469,1994/9/23,1994/12/31
298,The Silence of the Lambs,64,1991,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",TRUE,19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",274,tt0102926,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",The Silence of the Lambs,4.307222,272742922,1991/2/1,1991/12/31
299,The Sixth Sense,72,1999,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",FALSE,40000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",745,tt0167404,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",The Sixth Sense,18.449169,672806292,1999/8/6,1999/12/31
300,The Social Network,83,2010,"Scott Rudin, Dana Brunetti, Michael De Luca and Ce??n Chaffin, Producers",FALSE,40000000,"[{'id': 18, 'name': 'Drama'}]",37799,tt1285016,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",The Social Network,16.972995,224920315,2010/9/30,2010/12/31
301,The Sound of Music,38,1965,"Robert Wise, Producer",TRUE,8200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",15121,tt0059742,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,The Sound of Music,9.06773,286214286,1965/3/2,1965/12/31
302,The Sting,46,1973,"Tony Bill, Michael Phillips and Julia Phillips, Producers",TRUE,5500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9277,tt0070735,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,The Sting,12.016821,159616327,1973/12/25,1973/12/31
303,The Theory of Everything,87,2014,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",FALSE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",266856,tt2980516,"The Theory of Everything is the extraordinary story of one of the world?€?s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",The Theory of Everything,11.85302,123726688,2014/11/26,2014/12/31
304,The Thin Red Line,71,1998,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",FALSE,52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8741,tt0120863,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",The Thin Red Line,9.783966,98126565,1998/12/25,1998/12/31
305,The Towering Inferno,47,1974,"Irwin Allen, Producer",FALSE,14000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5919,tt0072308,"At the opening party of a colossal - but poorly constructed - office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",The Towering Inferno,7.469056,1.16E+08,1974/12/14,1974/12/31
306,The Tree of Life,84,2011,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",FALSE,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",8967,tt0478304,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",The Tree of Life,11.204539,54674226,2011/5/18,2011/12/31
307,The Turning Point,50,1977,"Herbert Ross and Arthur Laurents, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",61280,tt0076843,"When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family.",The Turning Point,1.118538,0,1977/11/14,1977/12/31
308,The Verdict,55,1982,"Richard D. Zanuck and David Brown, Producers",FALSE,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",225975,tt2691722,"When his wife's murderer is released due to a procedural error, Luc will do everything in his power to stop it from happening... He is going to take justice into his own hands and will then compete with the constitutional state which let him down.",Het Vonnis,1.963789,0,2013/10/9,1982/12/31
309,The Verdict,55,1982,"Richard D. Zanuck and David Brown, Producers",FALSE,16000000,"[{'id': 18, 'name': 'Drama'}]",24226,tt0084855,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",The Verdict,9.596883,53977250,1982/12/8,1982/12/31
310,The Wolf of Wall Street,86,2013,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",FALSE,100000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",106646,tt0993846,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",The Wolf of Wall Street,16.382422,392000694,2013/12/25,2013/12/31
311,There Will Be Blood,80,2007,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",FALSE,25000000,"[{'id': 18, 'name': 'Drama'}]",7345,tt0469494,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",There Will Be Blood,8.200627,77208711,2007/12/28,2007/12/31
312,Titanic,70,1997,"James Cameron and Jon Landau, Producers",TRUE,13000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2699,tt0115392,"A story of the romances of two couples upon the doomed ship. Isabella Paradine (Catherine Zeta Jones) is a wealthy woman mourning the loss of her aunt, who reignites a romance with old flame, Wynn Park (Peter Gallagher). Meanwhile, a charming ne'er do well named Jamie Perse (Mike Doyle) steals a ticket for the ship, and falls for a sweet innocent Irish girl on board. But their romance is threatened by the villainous Simon Doonan (Tim Curry), who has discovered about the ticket and makes Jamie his unwilling accomplice, as well as having sinister plans for the girl.",Titanic,3.435807,0,1996/11/17,1997/12/31
313,Titanic,70,1997,"James Cameron and Jon Landau, Producers",TRUE,200000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",597,tt0120338,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc??, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",Titanic,26.88907,1845034188,1997/11/18,1997/12/31
314,To Kill a Mockingbird,35,1962,"Alan J. Pakula, Producer",FALSE,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",595,tt0056592,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",To Kill a Mockingbird,14.284787,13129846,1962/12/25,1962/12/31
315,Tom Jones,36,1963,"Tony Richardson, Producer",TRUE,1000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",5769,tt0057590,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,Tom Jones,3.315827,37600000,1963/10/6,1963/12/31
316,Tootsie,55,1982,"Sydney Pollack and Dick Richards, Producers",FALSE,21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9576,tt0084805,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.",Tootsie,8.451188,177200000,1982/12/16,1982/12/31
317,Toy Story 3,83,2010,"Darla K. Anderson, Producer",FALSE,200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",10193,tt0435761,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",Toy Story 3,16.96647,1066969703,2010/6/16,2010/12/31
318,Traffic,73,2000,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",FALSE,48000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1900,tt0181865,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",Traffic,8.338222,207515725,2000/12/27,2000/12/31
319,True Grit,83,2010,"Scott Rudin, Ethan Coen and Joel Coen, Producers",FALSE,38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",44264,tt1403865,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",True Grit,10.730765,252276927,2010/12/22,2010/12/31
320,Unforgiven,65,1992,"Clint Eastwood, Producer",TRUE,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",141819,tt2347134,"Set in Hokkaido, Japan in the 1880s. Jubei Kamata (Ken Watanabe), who is on the side of the Edo shogunate government, kills many people. His name is infamous in Kyoto. When the battle at Goryoukaku is about to be finished, Jubei disappears. 10 years later, Jubei lives with his kid in relative peace. He is barely able to make a living. Protecting his dead wife's grave, Jubei has decided to never pick up a sword again, but due to poverty he has no choice but to pick the sword again. Jubei becomes a bounty hunter.",????????????????€?,2.443676,0,2013/9/13,1992/12/31
321,Unforgiven,65,1992,"Clint Eastwood, Producer",TRUE,14000000,"[{'id': 37, 'name': 'Western'}]",33,tt0105695,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",Unforgiven,10.942149,159157447,1992/8/7,1992/12/31
322,Up,82,2009,"Jonas Rivera, Producer",FALSE,175000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",14160,tt1049413,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",Up,19.330884,735099082,2009/5/13,2009/12/31
323,Up in the Air,82,2009,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",FALSE,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",22947,tt1193138,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",Up in the Air,8.338562,163670000,2009/9/5,2009/12/31
324,War Horse,84,2011,"Steven Spielberg and Kathleen Kennedy, Producers",FALSE,66000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",57212,tt1568911,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",War Horse,8.166363,177584879,2011/12/25,2011/12/31
325,Whiplash,87,2014,"Jason Blum, Helen Estabrook and David Lancaster, Producers",FALSE,3300000,"[{'id': 18, 'name': 'Drama'}]",244786,tt2582802,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",Whiplash,64.29999,13092000,2014/10/10,2014/12/31
326,Whiplash,87,2014,"Jason Blum, Helen Estabrook and David Lancaster, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",367412,tt2654430,"A ferocious, bullying music teacher teaches a dedicated student. This is the 18 min short film that the feature film was based on.",Whiplash,1.883573,0,2013/1/18,2014/12/31
327,Who's Afraid of Virginia Woolf?,39,1966,"Ernest Lehman, Producer",FALSE,7500000,"[{'id': 18, 'name': 'Drama'}]",396,tt0061184,Mike Nichols?€? film from Edward Albee's play brought new themes to the film industry. Elizabeth Taylor and Richard Burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their na??ve newlywed guests have made their night.,Who's Afraid of Virginia Woolf?,5.564294,33736689,1966/6/21,1966/12/31
328,Winter's Bone,83,2010,"Anne Rosellini and Alix Madigan-Yorkin, Producers",FALSE,2000000,"[{'id': 18, 'name': 'Drama'}]",39013,tt1399683,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",Winter's Bone,7.27941,13831503,2010/6/11,2010/12/31
329,Witness,58,1985,"Edward S. Feldman, Producer",FALSE,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",9281,tt0090329,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",Witness,10.312017,68706993,1985/2/8,1985/12/31
330,Working Girl,61,1988,"Douglas Wick, Producer",FALSE,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3525,tt0096463,"Witty, romantic look at life in the corporate jungle. Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",Working Girl,8.318954,103173635,1988/12/20,1988/12/31
331,Z,42,1969,"Jacques Perrin and Hamed Rachedi, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",2721,tt0065234,"Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z, a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.",Z,11.943621,83305,1969/2/26,1969/12/31
332,Zero Dark Thirty,85,2012,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",FALSE,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",97630,tt1790885,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",Zero Dark Thirty,9.649303,132820716,2012/12/19,2012/12/31
333,Zorba the Greek,37,1964,"Michael Cacoyannis, Producer",FALSE,783000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",10604,tt0057831,An uptight English writer traveling to Crete on a matter of business finds his life changed forever when he meets the gregarious Alexis Zorba.,???????????? ?????????€????,4.813635,0,1964/12/14,1964/12/31
